holder,points,lastBalance,avgBalance,allDuration
0x399befbcad69f9aaa8b8345cbd7bf45157e46cf6,174753615643571600086093,24964802234795942869444,24964802234795942869444,604800
0xe0177af4dd48bf49e9c8ab183388b7b26e50f92c,34836566076770573494794,4976652296681510499258,4976652296681510499258,604800
0xda0e271396d2e3a80a52e1537e0993d4af35161b,0,0,0,0
0x5e4db7429b94c70c0bc36693825f913f6e9fee98,0,0,0,0
0x8a16718aca875d59e348b4d276cc5ecbede68b22,77878175350130755321711,11125453621447250760246,11125453621447250760246,604800
0x8e8df055624250f6b3dca93d3357cd3f55d93a0d,555449433886189154387,79349919126598450629,79349919126598450629,604800
0x138b3885c2f15680ac99b0fd139731b1fb6ba56a,138105248049041447642543,19729321149863063948937,19729321149863063948937,604800
0x551c60ab2a8c924207d78c9fd4d3bce34fee70db,0,0,0,0
0x98857840ae11987193a1e59e528837d7ef6a58a8,0,0,0,0
0xa23f69a3442eb430fd5917de726dfdcccef9af5c,3514098994402938714389,502014142057562673486,502014142057562673486,604800
0x915579036b62ee9f6347a0b8cd145c562867df2b,717636332261174898366360,102519476037310699766625,102519476037310699766625,604800
0x153f53c1d7a70e403ef74865e5c2f21b1b5d16f4,32211632765952374994481,4601661823707482142071,4601661823707482142071,604800
0xb66051b9debc077d356060d30166fc26fa49a81c,0,0,0,0
0x1c7f7c428de42b8402f8331612131cc8bc126369,0,0,0,0
0xb883679b7fcb74f53d9cc2fdfba379f5fab76a92,0,0,0,0
0x834c673130c085057531f227dcbd375d803d9a98,48989199862446330208506,6998457123206618601217,6998457123206618601217,604800
0xbb4a8a6c45ca94139ecd26356bc44aa92fd09ff8,13906863300619530200,1986694757231361459,1986694757231361459,604800
0x5ebe7111b4855881da56c1091c17319ab4965919,624862960987181710685150,89266137283883101526452,89266137283883101526452,604800
0x017f65c0df738c626940cc5cca85d1f3d8b088bb,0,0,0,0
0x644ca4c761db8d6b1d9b2cb79d9604d197a561a5,630005076712045191363360,90000725244577884480482,90000725244577884480482,604800
0x2a66dc01ab438d9c0eff434cc8ce00637ac5b774,0,0,0,0
0x88eaefa1c2e797d40211de1a8773f86e318dd8b4,1145672003265122270201806,99662309188220181471616,163667429037874610028831,604800
0x4e6152d1b627cc2f5cfdfd9c9df62b8bb781b864,1935944304389295696645395,202293147981539596875270,276563472055613670949344,604800
0x169fb8062ac921d68577a0071197a484188043e4,0,0,0,0
0x3c4c444d98bdb92bc33666aa5fda5a24e1171495,0,0,0,0
0x8e7b6e8c3bfdf24edcb480279b829bd4200936e0,0,0,0,0
0xe2a3c03c9585b01f76fe2d7ea0f3e9a6eefb9ded,138993340077395560939,19856191439627937279,19856191439627937279,604800
0xe95101cb367cc1ef284270ebbce12fadf5e2c05c,62131836503776764521,5208066767254608142,8875976643396680647,604800
0x824cd75db050a171bbfdb8067544bb009a866b87,4861827117862705187,694546731123243600,694546731123243600,604800
0x935a7a6090f49404a9708d6ab0aa6066ee0877ad,11112747697971897606062,1587535385424556800868,1587535385424556800868,604800
0x9be6d094ae728d2ab9fb125a063649a8f8edb23b,0,0,0,0
0xa4c288cb33906ac2000e4b72c3113c620803f2c8,0,0,0,0
0x29c0559947f3c5ed0a7ee4a2c671c86e1feb95dc,0,0,0,0
0xf8f6eb0c53bd897d7fb2ccfd92b6c42a71173642,0,0,0,0
0x83f94ca5928f693fd4d080dcac0185503f59447a,0,0,0,0
0xbd0b946893dfab1bd5d5c0f4b448ec8b9a24f8e6,0,0,0,0
0x5d7f5b1f13b264c122e9e80209d0bc78f3b77185,0,0,0,0
0xa68548bab291e8feb38ca3b88c3da099b5535da0,0,0,0,0
0xd0a4848a0eed16eeced5cda883b75ab9219cdf6d,0,0,0,0
0x3d29895b4cc7890ff1093117c845069008e06cee,0,0,0,0
0x54466986773f53926b80dc8382f7c1ab4555b890,0,0,0,0
0xdc1ddb9fccd9e287176f68d51e5bc6c4b35adb87,0,0,0,0
0x244efc49b68b30f93208d7bfd111dbb91860d52c,0,0,0,0
0x3415d50630e514ad69a8010d0fa588c47066df1b,0,0,0,0
0x29decc4d0e593f1679d2b760b6a213e71ca1dd43,0,0,0,0
0x9996413ab1a4f1bb09fc65ca5c7b6a2c13ec3092,6716268906230926066437,959466986604418009493,959466986604418009493,604800
0x1b2051b37be42d4a9ad5137cff455dbe41b07d77,0,0,0,0
0x6ab936ef017b09650885c00843b38ad4afe6f8fe,0,0,0,0
0xa9a539de846da2fdaf6be139f0e2c50491a44ce8,0,0,0,0
0xf5e09acef3ec49e1cacb813d65258a940eaaf5cc,0,0,0,0
0xaf258b65ded3cecefd18ef044f6229b14206ac32,0,0,0,0
0x76f37dfb233954128d181c6c2d3d1ac0f26741ac,0,0,0,0
0x5966d829f4b0ee5376012e8e3b8716bfe75c0439,0,0,0,0
0xcb53ccf0583b461533139499ae529f1336f70597,0,0,0,0
0x267d073ed4b661c7fb270ab5a928ba0cc5cf4372,0,0,0,0
0xc23986e4b6dff64eb2c351db7df135b22647fd01,0,0,0,0
0xe345d1bb8888aa0e70ecfe460cc5e11834344e8f,0,0,0,0
0xc14ce2797da895490c72bd74ce9e983c670d6bdf,0,0,0,0
0xcc1117d48a426498d9bde6859990595092a538c6,0,0,0,0
0xf4b44d97b5de0ad7133d22aa7ea89e4b81d1956b,0,0,0,0
0x2b87ed69611fb94cef3fd25e315e4e8d4d8b6ea5,0,0,0,0
0xf5f0f7b02a95417c37579a217d56805198e5283d,0,0,0,0
0xf009209956be8c82700ecdde1ae02985b0339573,0,0,0,0
0xb28933c67c164b5f4f872ebb0cad03fdc917ab79,0,0,0,0
0x766e49677603330f06f8cf5c8ee9241c63b633e1,0,0,0,0
0x9f5340358fd12b1081fc3a2577a4da12cc37df7d,0,0,0,0
0x3adea1043f47db7d991dd3d7004c2651fdbfba21,0,0,0,0
0xcc2b187ba470c8bd3c4a01b1d01c2c95f87b888f,2137870698270069038690,305410099752867005529,305410099752867005529,604800
0xb1f9f6886191a48f9e67ddd9a86ff105d348b76b,0,0,0,0
0xfd552b6dc6a597cb4758098ef51014bdc996948c,0,0,0,0
0xe46f92b835006ee97c3d5c714e55a5d2e2da4c8c,0,0,0,0
0x72dc1cd0d8a48f02c59b7211354653c7984f1c3c,0,0,0,0
0x1c9e533d6b0451a6c0048061a99f1a07b0bdd4ef,0,0,0,0
0x2a2332b5561703cc482b605cf44cd630cc7e6f64,0,0,0,0
0x91543fdd477a2f429da6402367babc17b2134c56,0,0,0,0
0x45a0ca6ce82e0ab575b559d36b68b0710e244991,0,0,0,0
0xa406b95d170bdb6d6043f30ac3a249f8787a1847,0,0,0,0
0xf296c3a61e03918f0014c87d0a2795047753eafb,0,0,0,0
0x4bbcaa9237f0aa15f0053ab68eb7b67b438b90f2,0,0,0,0
0x919107c43b83f45ceac3a50a149d650a4b99c5ed,0,0,0,0
0x3e64f5aff498320730b7ac72400e719bd0e6f037,0,0,0,0
0xfadc1ab91f93448281601f1d7aa81af0208f9f15,0,0,0,0
0xe05962a2e6ab3f201ce85e452366d10a2e383311,0,0,0,0
0xedcba6cbd87dd9d30d755abf5bb262f58cd1f52f,0,0,0,0
0x04dbde51c0234a7fa9909cc37a3f82e76aa66b73,0,0,0,0
0xfc92723f749d0e1b8651f6c8de9f770cfd747436,0,0,0,0
0xe825ea2066bd601ce5a43f1f021f476974a1469f,0,0,0,0
0x419c2ded1f339d5d8a8acf3195438498857be4f4,0,0,0,0
0x3771241eaea7384cddc9dcda6a5443cf72fd36f5,0,0,0,0
0x8cf3849bfaf648c4bd5a34447b0bfc772e8f8fa7,98428839319261711358031,17916285803458035463536,17916285803458035463536,474666
0xbd14534c9dad5df55bfe9241e34bd7d540677abf,69945344266697730546,9992192038099675794,9992192038099675794,604800
0xa4aa2626993930a7d7c7c032aeb6de2a4c73bf46,2082152473875989173149827,297450353410855596164263,297450353410855596164263,604800
0x0be1ced347b9cae3a21feb1e416813092b6da144,75510247389980136015,20740089058170304778,20740089058170304778,314564
0x85741c46d29f358ce4ee4a6c7cc3ddde41775e88,0,0,0,0
0x0f682c6f6373bb442bd5afedaf761359a7c2afdd,326101251162606739791,46585893023229534258,46585893023229534258,604800
0x59c63943f15a35066140e5fe4e8fe0592987614b,14226000116250839872270,2032285730892977124612,2032285730892977124612,604800
0xd0af2d72d13b277a189e35a1a6b577704eb1ae29,18487468709669668111383,2641066958524238301628,2641066958524238301628,604800
0x18b57285f25bf9d3e4157bfa9f460336862b076d,34665688826417395025,4952241260916770720,4952241260916770720,604800
0xb5eb92b3d208f0d9c11ac6fb8853a0abadd844b3,0,0,0,0
0x9491aa5b4af46f2d9a3a47c054a550ee53bbf398,64511484291076444398007,9511271554523592740403,9215926327296634914003,604800
0xb1fe569478506aefec2bcc84321e8d2053fe3fbb,0,0,0,0
0x28a31a609a5ba5ed0178cab5f1715f11279bf77a,0,0,0,0
0xd9b73983a22c7bd6d3a71db566b91e8d2eb701be,0,0,0,0
0x541c54941bbb237594bbdece66619952c2edb228,0,0,0,0
0x8fdd5e0e91810ead4040536c1e535711476fa0f3,20904154123,2986307734,2986307734,604800
0xfd17926a153a0906129a3a895bbfec2de94973b3,0,0,0,0
0x97e2c87c1fd26c5574517bcb2751ba457c3f1ff2,0,0,0,0
0x49b0110b3f1774e33961bc1b8b4c2b1598104618,0,0,0,0
0x69f3bbf8b245c8fa5694f21149f302e4069245fd,0,0,0,0
0x361e42a1abe41ff378f7a087dd17daa5d50bda5c,0,0,0,0
0xca4c56bdeb1fd76552f225e3b86eb0fe40c1d850,0,0,0,0
0x9fedb8e850ac18a7aa202751da6360a56b1d672a,0,0,0,0
0xc9ad7323ebcb35153c4d9cf5a9e0a999e29b522c,0,0,0,0
0xc442f283a3138ac790e811372fbc4f3e33762142,69655134998,9950733573,9950733573,604800
0xbbab7be8c36d2d818a298fc34a398616329b1d06,0,0,0,0
0x7652f2eaaa88ade01e2a92107c8c2ade05cd89cc,0,0,0,0
0x7b922a3f0bb05cc22ac11caa79c10f80f5b76168,0,0,0,0
0xf6e0a1d8577c52963eeb0944070c366e5ddb8204,0,0,0,0
0x7e29ab45978079a29f725897fedc0db2a8275451,45430997789,6490142543,6490142543,604800
0x9fe14f6aae1203afae80a43b87ca991297f5c4d1,69655134998,9950733573,9950733573,604800
0x5b846516371f9d5067535e8eab3d9957f254a7cc,0,0,0,0
0x9ff47d9cf9d5922c1738eade042aa26a94e1cf1b,0,0,0,0
0x2f8a1cedff895a26adc7b111f27319d9ba628ed4,0,0,0,0
0x75304e5aa6ba92a3407876f725de0e89552f9d3b,0,0,0,0
0x15ad9fdbdaa087908a0c072cc205b7e1df3ed15f,0,0,0,0
0xa6931dc77b25d8b92a5b87b26f1a743df46256d9,0,0,0,0
0x3e0fd96192522aa932a182a690eb373eb12cd843,0,0,0,0
0xa8510bd3b3890a44ca886c54224dcf0f0830dafe,36633393861,5233341982,5233341982,604800
0xf7fbbebacbbf302267d52212b5101d806276ce45,0,0,0,0
0x5665493d4f3c0ef0d9a549b8d2eca1b51a9cd7e1,699621570301236300244281,99945938614462328606328,99945938614462328606328,604800
0x0f7e09ce5eb89c5923a4d4d24ec655d1e8c811c0,29804470305,4257781474,4257781474,604800
0x60cd12f55339251313ba6a33194c81f8d05d36cf,0,0,0,0
0x7604575fbc25a28a3a287ee2df25d3a9fd8b2a89,0,0,0,0
0x12c4c3f286808ee4473920713e75ce29200b0c77,754196216704,107742316674,107742316674,604800
0xe5ba3433d57fd510ccd1c5103fa0c2825841a2db,0,0,0,0
0x723cf77b05eccb148c98c41916b9082dcd126eac,0,0,0,0
0x9aab53c886b9ae889cdbcfeaf759a23c0cc3bb9b,0,0,0,0
0x8e24982724c950b29a387287574d5f2c1d52678c,4726884685228,675269240749,675269240749,604800
0x554c71774445f6a6f162e786ab32fc0dd2d26a3b,5925414805280,846487829328,846487829328,604800
0x7d9c57b05b20551e3756a45160beac5c54500476,0,0,0,0
0xa4b20acc1edab72cd4b1f3b0a13bf4252101767a,0,0,0,0
0x77f72dd0ff45b3dd19a61efc2d45f366c47a1432,2267851982447,323978854637,323978854637,604800
0x358c3e7eaebde09692fb25751fd42831e9f1ec0b,2267851982446,323978854637,323978854637,604800
0xe899f66b7c701f971174fb83d9e4515857d11d07,0,0,0,0
0xf113e0e32a042eadb435658b68e54a1ebddcf68e,4836170125254,690881446467,690881446467,604800
0x636c4804550ae37e25ec9da9632da69b2b68c44b,4096633393863,585233341982,585233341982,604800
0x3abcbf98e1bc0f03bb74b3bdab26de6accfca63d,571245327142,81606475308,81606475308,604800
0xc1b31bb5dd3ac462eb4292302c4ca63945bb0e3c,0,0,0,0
0xbdbc4650b259efaed8e17e2bf34bfc07e66730af,0,0,0,0
0xe7401eb16a52334a86e4168142c374d96326cde9,0,0,0,0
0x111cc9d32c8288fd1b8792d7fb00ecba6f18e1db,0,0,0,0
0x576713d40951f67014ca060b5561990dbe27880a,0,0,0,0
0x49e3b661b35a60d15e323cb5291aad630862d1a7,0,0,0,0
0xe36172d705028183f6306b96b42d26d733874da2,0,0,0,0
0x8ffb4071e7a9edd6fa8dd4595d2e27903bd85708,0,0,0,0
0x7afc01708273c0e168d259f000929e7f4ad4860e,0,0,0,0
0x49999d00ada5f17f66caa75449d648052ad05552,0,0,0,0
0x701866f7e6b09a8c238c575389948591732c99e5,0,0,0,0
0x9a1d395733b34a1c3e0456562b9d98a994a33aa3,0,0,0,0
0x62efe6a2187508e7bcaa6d21e0ed5c381d53898c,0,0,0,0
0xb8184710df726c8feb566fe6a9c20c4c85d44967,0,0,0,0
0xa54c6248f0e75cbb4ab6f53ee8269c295235d462,0,0,0,0
0x0b4ae9d2b735deeba7ab101f2ab9ad012533906d,0,0,0,0
0x5de2980d66b0f4e0631dd107286e264284ae8526,0,0,0,0
0x79cb1fa7fcafa2369e57c4318a77370e714c0a5e,0,0,0,0
0xd2c941413244fd523bc8c60e01beb84643e39858,0,0,0,0
0x6f94d7c61bf7500a85ad7ef0bc4b001782b553f3,0,0,0,0
0x57723e1bbdb31d1133af7db84d9e6f94769e2b5b,0,0,0,0
0xf2ba13fce1efff97b3627d6e8b0c42652321ba70,0,0,0,0
0x6485c146861193c913c07c89c87ffc4e1a0badc9,0,0,0,0
0x042330a2a349fd146aa2579a0d2360a972677588,0,0,0,0
0xe45fe2f3662a961f53da27623c265d03a4064c92,0,0,0,0
0x513d17c1342b4fb3604b3513986b53cc058a6cb2,8943122987,1277589000,1277589000,604800
0x9fbf1c50ce7ce2b6c98c5a0a145272612b4933c3,6930253828781411401,990036261254487345,990036261254487345,604800
0xe7b39df8a5f5eef434958ea9250f346f26ff799f,0,0,0,0
0x64bc6e732a18a6e3f864d8274d5a44aafe98c1dd,0,0,0,0
0x14f1e59520f1579290a9769a3591e14285844774,0,0,0,0
0xd21f0c8dee2b5067c452690fcdd108ac8045e556,0,0,0,0
0xcfe941a558e66ee48935fcac731f18380f55e139,0,0,0,0
0x610db4fb4e65bf142dfb48c588913780e605480c,0,0,0,0
0x90fa3155f5d5017a0e48a600cc7eb660b1ec8659,3238492413,462641775,462641775,604800
0xa17e536102fb1e921f068a89d8115ad6cbbcca29,0,0,0,0
0x44cd8ae64d5fc8c3abd68bef6ab4a16a4fb139b4,0,0,0,0
0x3e9c8969bc9b482eb3866abd2bb885690f7bde04,0,0,0,0
0x8ced14fc443217f6a0e6f2368f9daa0d1899d4cc,0,0,0,0
0x7a7ad9aa93cd0a2d0255326e5fb145cec14997ff,0,0,0,0
0xa24d5da26b126355e9b4f6bd67373715f6eab286,1370028187282,195718312471,195718312471,604800
0x3afed413acb44a48d4f43a78a030bbc66013cf60,3483594,497658,497658,604800
0x23730d3d76e7c0ba39b1ec5b7cac800a71eb393b,0,0,0,0
0xaea210e765672ff470050310dc10728adfc5de52,0,0,0,0
0x6fb6e435e906e40b70d009eb3a8998bbb6056494,16244576554927639355,633655486341534119,2320653793561091338,604800
0x9999b0cdd35d7f3b281ba02efc0d228486940515,0,0,0,0
0x13f4ea83d0bd40e75c8222255bc855a974568dd4,0,0,0,0
0xa987c9a050800196291fb3020a0b12a89379be23,0,0,0,0
0xfd342eadf266bb04db70a43cd62732698243050a,0,0,0,0
0xb91cc48a344f802b0cb6c96f2b96ab7f18941995,0,0,0,0
0x5f2a3c44cac0507a6d5b1a68568f35ff8fc595d5,0,0,0,0
0xc6d4468fc214280dcd5ea4ab2b0d5dc774d9fad8,3442788042069831569318,491826863152833081333,491826863152833081333,604800
0x10f5689074563d44b0b5d74bf3f5306fb5a10cd4,49351319740376199,7050188534339459,7050188534339459,604800
0xa4d8ca843293b45cb2f61d54509186ca81a34408,0,0,0,0
0xf6fd1b383bbf5975ca6e27ea6abc4ddca085b875,0,0,0,0
0xb6a13fa6f23e7402ef62c644746fabf4004434de,367084884764200885476306,52440697823457269353760,52440697823457269353760,604800
0x0300b5f6c596e13da55da1bc502b9ebfb21dfa10,0,0,0,0
0xb94ef9ea43bb000208e54775fe12d955cedc40ea,0,0,0,0
0x82157a92425f534f654ae3c90f1372758fd54241,0,0,0,0
0x144d395b5562c742259932d2ee6e1d8d092a21b8,0,0,0,0
0x89477006a2d354475254691403183906ebcda423,0,0,0,0
0x2dcee554314d55cd93e7a9cdb22d07c0a51b4288,0,0,0,0
0xfabbdfc4d456b53b0118e3843cfd4aea7c228ae3,4847461331549692417533,692494475935670345364,692494475935670345364,604800
0x248d349fe6c70bef07dcd3b943dde899280b4442,0,0,0,0
0xc1364ad857462e1b60609d9e56b5e24c5c21a312,69238413445342022762,9891201920763146111,9891201920763146111,604800
0x47e9500d257679ddcd871468ecf3939e4b592de5,0,0,0,0
0xe4b551b5e40d2dbaea7f39f1ca3ff2fd41e70eab,6923841845076879109228,989120263582411301320,989120263582411301320,604800
0xba80b1c3916f8400050f292efb8d4093ae9a894e,77218804301584118768693,11031257757369159824101,11031257757369159824101,604800
0xe2f5a8060ba9680ce4dcb0fe5c0285e42d3e0286,5960042629375041320812,851434661339291617261,851434661339291617261,604800
0x75595eb527a3ae0f63aaca007f462e680072a9e6,0,0,0,0
0x41d2e73df8180ed5b95462fbfb6b6210b1446571,152324509579752450091,21760644225678921444,21760644225678921444,604800
0x865d17d9b5622fafa5daf299f28fde885e399164,807650523753422831727,115378646250488975963,115378646250488975963,604800
0x63bb8d3cb8d61e094cae85e30d0f3c9d96552758,0,0,0,0
0x4b1b2ea60cc20a171cb7eed8fe0de988f79651d2,0,0,0,0
0xd175074944d964a8acbdc1b4db7593d59e151a3c,49,8,8,604800
0x0677eccafc56c7f8971d336e3bd2f7ce90d27f60,71404902491560966345619,10200700355937280906519,10200700355937280906519,604800
0x7ef4c52df9a18cbc43389e1a7b6391b719b1a29e,0,0,0,0
0x54919573f658695a22c962b7de9759126082bdb2,747206141739403138171,106743734534200448312,106743734534200448312,604800
0x4eabdeb0f0d69c16db897e78e7b951f210a873a9,0,0,0,0
0x2a7d33eb33afb312d531ee9d311be73a5d9c8d57,0,0,0,0
0x27c86ad66603247dbbcd07d479dff5927125efab,0,0,0,0
0x6f3f9630caeeef4ea119c991506b20a5ee9fe4aa,7,2,2,604800
0x0000000000367715a1c746bd336b65e5954c7660,0,0,0,0
0xa87add891c727571bf07297cc8883c11ba7a73f0,0,0,0,0
0xe84bb4177027fa0667710156ee41721800c47c4d,0,0,0,0
0x56897fc85db3fde157a1ea8f9d3aae99913343eb,0,0,0,0
0x4a99693dbc7545efc4b39431f163adcb4ed541fb,0,0,0,0
0x185877f2972c6e0d7769451653e282a84261a57d,0,0,0,0
0xb141f554188cf306fde443f6e991949636f80e49,0,0,0,0
0xfeed75d820916ca4c41f506fd6ec01ef688b786a,0,0,0,0
0x76a69688fc4265e1542f75c7fccf679e3c2699bd,0,0,0,0
0xf98f19943146e1d77e39321c473570eb4843ba57,0,0,0,0
0x7a8698dab718de34943d6e419f97e7c92ce9ad24,0,0,0,0
0x2e2316088c015f4bf27d86a1458a707af536a324,365384092813423659052,52197727544774808438,52197727544774808438,604800
0x4e100f73a329277bc6203c83055677def6aa3a48,7,2,2,604800
0xb300000b72deaeb607a12d5f54773d1c19c7028d,0,0,0,0
0xca852767b43a395ac1dd54737193eba5e20c78bd,0,0,0,0
0x6934a57c5e15b5c389c214498660493dfffd646e,13791562693891919545,1970223241984559937,1970223241984559937,604800
0xe5eae3770750dc9e9ea5fb1b1d81a0f9c6c3369c,3598758835885569026,514108405126509863,514108405126509863,604800
0x58db6554d10cadc52eb16b13d7882283487b7af7,0,0,0,0
0xb5cb05550357a4ac6c095d96a19bce513ba5ac04,0,0,0,0
0x134300144de2ddb464106d989ee7f81baece4c21,0,0,0,0
0x7a246de9d62d3dd3614ce5c1ee35844c332bad51,0,0,0,0
0x9bfc345f72d44f3ebbd7e3e328d89812707c8a63,0,0,0,0
0xa3207c3e3f1fc40b26aca8c37be77922a4001a76,19036458983699816848,2719494140528545266,2719494140528545266,604800
0xfa516d97c829996e81e406c301e320559900d3a8,0,0,0,0
0x613b487981243b93b495bf2cb045df20b7abc0b6,0,0,0,0
0x6483d86d075b1a657664444363ad94144a01deea,0,0,0,0
0x4bab2cb2ed6ee2d564ba5398cab4161d95e58f1b,0,0,0,0
0xde9e4fe32b049f821c7f3e9802381aa470ffca73,0,0,0,0
0x90cbe4bdd538d6e9b379bff5fe72c3d67a521de5,540567938399999987,77223991200000000,77223991200000000,604800
0x00000047bb99ea4d791bb749d970de71ee0b1a34,9688113129400273950,1384016161342896280,1384016161342896280,604800
0x1641a967c88203113a28ea604d6f82151ff23f37,0,0,0,0
0x0f39539a6f1e99bac8e63d30e59b17d22121a11c,6941460383288609753141,991637197612658536165,991637197612658536165,604800
0x33f3184168de4a75a3f64a1dc86b73e4eb4c7a43,315,46,46,604800
0xbd99f73a3b4cd763ec40f66fa5a7a6014cf669da,0,0,0,0
0xa49839864c752ca76281335453a700fe31c0463b,0,1,1,604800
0x81717be6139d726d6f19b22d99507d61d3742096,7021025021439319821300,1003003574491331403045,1003003574491331403045,604800
0x2b82c8de3d3aaf6f9822b488681065025612652c,0,0,0,0
0x7812778246b3fe290a97e4ade9fa8abb3c183b98,688504170271774030248,98357738610253432895,98357738610253432895,604800
0x52866fd157577897ce627022b9c19bd2e622fd7a,6528877571369999988,932696795910000000,932696795910000000,604800
0x16e868c6d41a1a9d4f4d48a1961130c1538524e4,17574462877851487684,2510637553978783957,2510637553978783957,604800
0x62e265c68730fcf3a88dbf836eafd9d95d255259,7060534410687692833300,1008647772955384690473,1008647772955384690473,604800
0x188ff434d753f1aeb2689c6b436eecbc6ddb67de,71783893499369509071125,10254841928481358438734,10254841928481358438734,604800
0x206e881831f1a78059e4786f9b3d70d9c3cf4c6f,74430718043803052895,10632959720543293273,10632959720543293273,604800
0x6e3a4cd61f3ae19eff90a1e9ba6f2673432d02de,86145300103009902912,12306471443287128989,12306471443287128989,604800
0x9b2721ce3b23d014ffd1009f189787966ae5ad5a,2832404134589527461473,404629162084218208784,404629162084218208784,604800
0x129233e22acefb24376fe19adf06eeec8b77073d,1259962631597346475380,179994661656763782199,179994661656763782199,604800
0x80f22b126c2c3c1e9df7fca3ad4867ac24090e0f,34425208513588701513499,4917886930512671644788,4917886930512671644788,604800
0x2231bec9c6479e4ce9c6aa5e7b997584523987cf,37326184008270722775,5332312001181531827,5332312001181531827,604800
0xa42e560d95c86eddbd3de483129e4fcd9729b004,513368552884674180589657,73338364697810597227096,73338364697810597227096,604800
0xda0bca641f23a6e1146c16209087f7398074c6b6,0,0,0,0
0xbf8f6b554d0910674a950c82b1d9fe230f0ae2f3,1292114270417482269527574,195732084369395287761276,184587752916783181361083,604800
0xf97b6293a956b0ba5348bb684eed32c4c21e0ed3,206461967946141646761016,29494566849448806680147,29494566849448806680147,604800
0x8e833441406aac1722f1b162a53c40355de66730,0,1,1,604800
0x252bea6e56a8c070e7cfcae3bfa5b2687b65c177,477987440145984187707201,68762114945154469245605,68283920020854883958173,604800
0xe54244dc4cec3afbe28b7aa1a573efc0e76b16a4,0,0,0,0
0x78e9ad2c65440b6155373e9e5a18e8d26327c96d,6785362677309875089704,969337525329982155674,969337525329982155674,604800
